fos,income,age,english_score,prev_gpa,sem1_gpa,sem2_gpa,sem3_gpa,sem4_gpa,sem1_pred,sem2_pred,sem3_pred,sem4_pred
Information & Communications Technologies,Lower middle income,u37,5.4,2.99,2.75,3.25,3.5,3.5,3.16,3.13,3.45,3.2
International Business,Low income,U30,5.4,3.0,2.9,3.0,3.13,0.0,3.16,3.13,3.34,0.0
International Business - Management of Technology (VN),Lower middle income,u37,,2.5,3.7,3.8,4.0,3.5,3.6,3.65,3.62,3.72
Industrial Engineering & Management,Lower middle income,U30,,2.5,2.63,2.86,3.25,0.0,3.42,3.13,3.31,0.0
Mechatronics,Upper middle income,U30,3.8,2.57,3.0,3.38,4.0,0.0,3.16,3.13,3.44,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,5.8,4.0,3.38,3.63,0.0,0.0,3.19,3.53,0.0,0.0
Management of Technology,Lower middle income,U30,5.4,3.12,2.4,2.5,2.88,4.0,3.16,3.13,3.3,3.2
Information Management,Lower middle income,u37,4.8,3.0,3.25,3.38,3.0,0.0,3.19,3.51,3.59,0.0
International Business,Lower middle income,U25,6,3.5,2.9,2.9,3.38,0.0,3.16,3.13,3.33,0.0
International Business,Upper middle income,u37,5.4,2.71,2.79,2.77,3.17,0.0,3.32,3.13,3.3,0.0
Structural Engineering,Upper middle income,U30,3.8,3.2,3.38,3.13,0.0,0.0,3.41,3.54,0.0,0.0
Aquaculture and Aquatic Resources Management,Lower middle income,u37,5,2.62,2.79,3.27,3.0,0.0,3.22,3.07,3.41,0.0
International Business,Lower middle income,U25,4.9,2.75,3.3,3.75,0.0,0.0,3.22,3.44,0.0,0.0
Microelectronics,Upper middle income,u37,4.8,3.02,3.38,3.63,4.0,0.0,3.46,3.52,3.57,0.0
Microelectronics,Upper middle income,U30,5.6,2.86,3.5,3.75,4.0,0.0,3.59,3.58,3.69,0.0
International Public Management,Lower middle income,U30,5.2,3.0,3.38,3.33,0.0,0.0,3.31,3.54,0.0,0.0
Natural Resources Management,Lower middle income,U30,5,2.29,3.5,3.14,0.0,0.0,3.16,3.44,0.0,0.0
Environmental Engineering and Management,Lower middle income,u37,5,2.5,2.5,2.85,3.5,3.5,3.18,3.05,3.31,3.5
Environmental Engineering and Management,Lower middle income,U30,6.2,2.98,4.0,3.6,4.0,0.0,3.65,3.82,3.84,0.0
Mechatronics,Upper middle income,u37,4.8,3.05,3.13,3.17,3.0,0.0,3.33,3.29,3.4,0.0
Regional and Rural Development Planning,Upper middle income,u37,,3.0,3.73,3.5,3.7,0.0,3.46,3.74,3.58,0.0
Food Engineering and Bioprocess Technology,Lower middle income,U30,4.5,2.53,2.5,3.0,0.0,0.0,3.2,3.04,0.0,0.0
Agricultural Systems & Engineering,Lower middle income,u37,4.8,2.5,2.88,2.93,0.0,0.0,3.18,3.13,0.0,0.0
Regional and Rural Development Planning,Lower middle income,U44,4.5,3.5,2.75,3.27,3.27,0.0,3.16,3.06,3.31,0.0
Microelectronics,Upper middle income,U30,5,3.47,3.38,3.0,3.63,4.0,3.47,3.55,3.38,3.62
Industrial Engineering & Management,Upper middle income,U30,5,3.29,3.0,3.5,4.0,0.0,3.25,3.4,3.45,0.0
Industrial Engineering & Management,Upper middle income,U30,5,3.06,3.5,3.75,4.0,0.0,3.41,3.53,3.75,0.0
Industrial Engineering & Management,Upper middle income,U30,5,3.28,3.63,3.3,0.0,0.0,3.43,3.58,0.0,0.0
Industrial Engineering & Management,Upper middle income,U30,5,2.75,3.0,3.38,3.5,0.0,3.24,3.23,3.45,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,6.5,3.9,3.88,4.0,0.0,0.0,3.65,3.79,0.0,0.0
Geotechnical and Geoenvironmental Engineering,Upper middle income,U30,5.8,3.58,3.73,3.85,0.0,0.0,3.51,3.69,0.0,0.0
Environmental Engineering and Management,Lower middle income,U30,6,3.0,3.17,3.17,3.5,0.0,3.37,3.15,3.33,0.0
Regional and Rural Development Planning,Lower middle income,U44,7,2.94,3.75,4.0,3.5,0.0,3.66,3.73,3.88,0.0
Management of Technology,Lower middle income,U30,6,4.0,3.3,3.4,3.5,4.0,3.19,3.42,3.53,3.37
Gender and Development Studies,Upper middle income,U25,4.8,3.53,3.13,3.44,0.0,0.0,3.16,3.25,0.0,0.0
Management of Technology,Upper middle income,U30,5.5,3.54,3.1,3.6,3.8,0.0,3.16,3.36,3.52,0.0
Pulp and Paper Technology,Upper middle income,U30,6,2.6,3.07,3.5,0.0,0.0,3.54,3.14,0.0,0.0
Industrial Engineering & Management,Lower middle income,U30,6,3.0,3.38,3.38,4.0,0.0,3.47,3.52,3.53,0.0
Design and Manufacturing Engineering,Lower middle income,u37,5.4,3.39,3.63,3.75,4.0,0.0,3.4,3.62,3.74,0.0
Human Resources Management,Lower middle income,G45,,3.59,3.2,3.21,3.58,2.5,3.31,3.25,3.43,3.48
Human Resources Management,Lower middle income,u37,,3.3,3.3,3.21,3.75,3.0,3.44,3.41,3.44,3.37
Human Resources Management,Lower middle income,u37,,3.11,3.4,3.64,3.4,2.33,3.4,3.51,3.55,3.37
Human Resources Management,Lower middle income,u37,,2.5,3.6,3.64,3.83,3.5,3.63,3.61,3.54,3.72
Environmental Engineering and Management,Lower middle income,u37,4.2,3.5,2.55,3.0,2.5,4.0,3.17,2.65,3.3,3.2
Information & Communications Technologies,Low income,U30,6.8,4.0,3.63,4.0,4.0,0.0,3.47,3.67,3.99,0.0
Natural Resources Management,Lower middle income,U30,4.7,3.5,3.62,3.5,4.0,0.0,3.49,3.59,3.7,0.0
International Business,Low income,U30,6,3.89,3.5,3.6,0.0,0.0,3.33,3.57,0.0,0.0
Transportation Engineering,Lower middle income,U30,6,3.0,3.17,3.38,4.0,0.0,3.24,3.25,3.4,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U44,5.8,2.5,3.25,3.5,0.0,0.0,3.17,3.44,0.0,0.0
International Business,Lower middle income,U30,,3.5,3.9,3.9,0.0,0.0,3.59,3.72,0.0,0.0
Information Management,Lower middle income,U30,8,3.5,3.38,3.38,3.5,0.0,3.51,3.53,3.65,0.0
Gender and Development Studies,Lower middle income,u37,6,4.0,3.38,3.78,0.0,0.0,3.24,3.51,0.0,0.0
Human Resources Management,Lower middle income,u37,,2.75,3.1,3.29,3.5,3.5,3.32,3.15,3.37,3.49
ConstructionEngineering and Infrastructure Management,Upper middle income,U25,5,3.07,4.0,3.88,0.0,0.0,3.63,3.77,0.0,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,5.5,2.78,3.0,2.88,4.0,0.0,3.46,3.17,3.36,0.0
Mechatronics,Lower middle income,U30,,4.0,3.5,3.75,4.0,0.0,3.24,3.52,3.68,0.0
Microelectronics,Lower middle income,U30,,4.0,3.63,4.0,4.0,0.0,3.42,3.64,3.84,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,u37,5,2.5,2.75,3.25,0.0,0.0,3.16,3.13,0.0,0.0
Aquaculture and Aquatic Resources Management,Upper middle income,u37,4.7,3.31,3.79,3.5,0.0,0.0,3.41,3.67,0.0,0.0
Water Engineering and Management,Lower middle income,u37,4.7,2.5,3.13,3.63,4.0,0.0,3.16,3.26,3.58,0.0
Water Engineering and Management,Lower middle income,u37,4.5,2.42,3.25,3.25,4.0,0.0,3.17,3.33,3.52,0.0
Structural Engineering,Upper middle income,U30,4.5,3.76,3.75,4.0,0.0,0.0,3.4,3.72,0.0,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U30,5,2.97,3.5,3.25,0.0,0.0,3.41,3.54,0.0,0.0
Regional and Rural Development Planning,Lower middle income,U30,6,3.0,3.88,3.65,3.0,0.0,3.46,3.75,3.6,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,5,3.0,3.5,3.5,0.0,0.0,3.45,3.52,0.0,0.0
Environmental Engineering and Management,Upper middle income,U30,5,2.06,3.13,3.13,3.0,0.0,3.33,3.17,3.44,0.0
Mechatronics,Lower middle income,u37,4.8,3.38,3.13,3.25,3.0,0.0,3.16,3.25,3.49,0.0
Pulp and Paper Technology,Lower middle income,U25,5,3.27,3.33,3.58,0.0,0.0,3.35,3.38,0.0,0.0
Information & Communications Technologies,Lower middle income,U30,6.2,3.01,3.13,3.88,4.0,4.0,3.52,3.26,3.68,3.7
Regional and Rural Development Planning,Lower middle income,U30,5,3.5,2.63,3.15,3.19,0.0,3.36,3.05,3.3,0.0
Regional and Rural Development Planning,Lower middle income,U30,6,2.46,3.5,3.65,0.0,0.0,3.52,3.55,0.0,0.0
Microelectronics,Lower middle income,u37,,4.0,3.38,3.63,4.0,0.0,3.16,3.45,3.65,0.0
Regional and Rural Development Planning,Upper middle income,U30,5.4,3.64,3.63,3.65,4.0,0.0,3.57,3.66,3.7,0.0
Telecommunications,Lower middle income,u37,5,2.5,2.5,3.38,3.5,3.33,3.16,3.13,3.38,3.32
Telecommunications,Lower middle income,U30,5.5,3.28,3.38,3.63,3.5,0.0,3.43,3.56,3.7,0.0
Information & Communications Technologies,Upper middle income,U30,4.5,3.36,3.13,3.25,3.5,3.33,3.16,3.17,3.54,3.2
Information & Communications Technologies,Upper middle income,U30,4,3.09,2.75,2.88,3.5,3.0,3.16,3.13,3.37,3.2
Computer Science,Upper middle income,U30,5,3.27,3.25,3.0,2.5,3.5,3.37,3.5,3.53,3.3
ConstructionEngineering and Infrastructure Management,Upper middle income,U30,4.8,2.8,3.13,3.25,3.5,0.0,3.35,3.23,3.41,0.0
Information & Communications Technologies,Lower middle income,U30,5,3.0,2.75,3.25,3.25,0.0,3.16,3.13,3.33,0.0
Energy,Low income,U30,6.3,3.5,3.5,3.96,3.5,0.0,3.54,3.62,3.7,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U30,4.9,3.38,3.63,3.63,0.0,0.0,3.47,3.59,0.0,0.0
Energy,Lower middle income,U30,,3.0,3.33,3.21,3.5,0.0,3.58,3.51,3.5,0.0
Environmental Engineering and Management,Lower middle income,U30,5.7,2.8,3.38,3.39,0.0,0.0,3.42,3.46,0.0,0.0
ConstructionEngineering and Infrastructure Management,Upper middle income,U25,5,2.86,3.38,3.75,4.0,0.0,3.5,3.49,3.61,0.0
Structural Engineering,Upper middle income,U25,6.5,3.78,4.0,3.88,0.0,0.0,3.65,3.82,0.0,0.0
International Business,Lower middle income,U30,5.5,3.0,2.8,2.8,3.5,0.0,3.3,3.13,3.31,0.0
International Business,Upper middle income,U30,6,3.56,3.8,4.0,0.0,0.0,3.55,3.66,0.0,0.0
Water Engineering and Management,Low income,U30,6.2,4.0,4.0,3.88,4.0,0.0,3.57,3.89,3.87,0.0
Urban Environmental Management,Lower middle income,U30,7,3.5,3.54,3.5,0.0,0.0,3.56,3.6,0.0,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,u37,4.5,2.5,3.13,3.25,0.0,0.0,3.36,3.24,0.0,0.0
International Public Management,Upper middle income,U30,6,3.71,3.9,4.0,0.0,0.0,3.6,3.73,0.0,0.0
Water Engineering and Management,Lower middle income,u37,4.5,2.5,2.88,3.25,3.5,0.0,3.16,3.13,3.44,0.0
Water Engineering and Management,Lower middle income,u37,4.7,2.44,3.25,3.63,3.5,0.0,3.16,3.43,3.61,0.0
Water Engineering and Management,Lower middle income,U30,4.8,2.87,3.63,3.5,4.0,0.0,3.43,3.58,3.62,0.0
Mechatronics,Lower middle income,U30,6.3,3.11,3.63,3.63,3.5,0.0,3.61,3.62,3.68,0.0
Mechatronics,Upper middle income,u37,,3.11,3.0,3.0,4.0,0.0,3.16,3.15,3.39,0.0
Mechatronics,Upper middle income,U30,5,3.64,4.0,3.75,4.0,0.0,3.56,3.78,3.83,0.0
Energy,Upper middle income,U30,4.6,3.34,3.54,3.17,3.43,0.0,3.4,3.62,3.49,0.0
Natural Resources Management,Lower middle income,U30,8,3.02,4.0,3.91,0.0,0.0,4.01,3.85,0.0,0.0
Gender and Development Studies,Lower middle income,u37,5,4.0,3.0,3.06,0.0,0.0,3.16,3.13,0.0,0.0
Natural Resources Management,Lower middle income,u37,4,3.0,3.54,3.59,0.0,0.0,3.28,3.59,0.0,0.0
Structural Engineering,Upper middle income,u37,4,2.13,3.0,3.38,0.0,0.0,3.16,3.2,0.0,0.0
Agricultural Systems & Engineering,Lower middle income,U30,5.5,3.63,3.4,3.13,0.0,0.0,3.52,3.55,0.0,0.0
Environmental Engineering and Management,Lower middle income,u37,5.8,2.86,3.32,3.35,0.0,0.0,3.43,3.45,0.0,0.0
Regional and Rural Development Planning,Lower middle income,u37,5.7,3.0,3.75,3.38,4.0,0.0,3.53,3.69,3.68,0.0
Regional and Rural Development Planning,Lower middle income,U44,6,2.5,4.0,4.0,4.0,0.0,3.16,3.81,3.86,0.0
Information Management,Upper middle income,U30,5.5,3.12,3.38,2.75,4.0,0.0,3.52,3.54,3.53,0.0
Agricultural Systems & Engineering,Lower middle income,U30,6,3.5,3.8,4.0,0.0,0.0,3.64,3.73,0.0,0.0
Information Management,Upper middle income,U30,5,3.0,3.63,3.13,3.0,3.63,3.57,3.6,3.56,3.53
Gender and Development Studies,Lower middle income,u37,6,4.0,3.21,3.72,0.0,0.0,3.53,3.29,0.0,0.0
Energy,Low income,U30,6,3.5,4.0,4.0,4.0,0.0,3.63,3.84,3.89,0.0
Regional and Rural Development Planning,Low income,U30,6,3.6,4.0,3.88,3.5,0.0,3.63,3.89,3.98,0.0
Environmental Engineering and Management,Low income,U30,5.8,3.5,3.63,3.46,4.0,0.0,3.54,3.69,3.61,0.0
Information & Communications Technologies,Low income,U30,6.3,4.0,3.38,3.88,4.0,0.0,3.47,3.55,3.89,0.0
Information & Communications Technologies,Low income,U30,5.9,4.0,3.5,3.75,4.0,0.0,3.19,3.58,3.85,0.0
Transportation Engineering,Upper middle income,U25,4.3,3.23,3.5,3.63,0.0,0.0,3.42,3.59,0.0,0.0
Information Management,Upper middle income,U30,4.7,2.82,3.5,2.88,3.5,3.38,3.26,3.55,3.56,3.56
Environmental Engineering and Management,Lower middle income,u37,5.8,3.97,3.93,3.67,0.0,0.0,3.57,3.82,0.0,0.0
Environmental Engineering and Management,Lower middle income,U30,,3.0,3.63,3.17,4.0,3.5,3.56,3.65,3.65,3.62
Natural Resources Management,Lower middle income,u37,5.2,2.88,3.27,3.0,3.23,0.0,3.31,3.46,3.32,0.0
Human Resources Management,Lower middle income,U30,,2.48,3.5,3.5,3.64,3.5,3.5,3.52,3.49,3.54
Information & Communications Technologies,Lower middle income,u37,6,3.5,2.63,3.13,3.5,3.5,3.16,3.13,3.37,3.2
Agricultural Systems & Engineering,Lower middle income,U30,,3.0,3.63,3.75,0.0,0.0,3.46,3.61,0.0,0.0
Pulp and Paper Technology,Lower middle income,U30,5.4,3.34,3.5,3.67,0.0,0.0,3.49,3.6,0.0,0.0
Urban Environmental Management,Lower middle income,U30,5.8,3.27,3.39,3.61,0.0,0.0,3.53,3.47,0.0,0.0
Environmental Engineering and Management,Upper middle income,U25,4.7,3.24,3.63,3.13,3.5,0.0,3.49,3.57,3.66,0.0
Mechatronics,Low income,U30,6.5,2.95,3.5,3.5,4.0,0.0,3.57,3.61,3.67,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,4.4,2.96,3.63,3.5,0.0,0.0,3.46,3.64,0.0,0.0
Management of Technology,Lower middle income,U30,5.8,2.72,3.6,3.6,0.0,0.0,3.45,3.61,0.0,0.0
Computer Science,Lower middle income,U30,,3.31,3.75,3.75,4.0,0.0,3.59,3.74,3.83,0.0
Telecommunications,Lower middle income,U30,7,3.68,3.13,3.13,4.0,0.0,3.18,3.29,3.49,0.0
Mechatronics,Lower middle income,u37,4.5,3.0,2.88,3.5,3.5,0.0,3.18,3.13,3.43,0.0
Mechatronics,Lower middle income,U30,5.6,3.5,3.25,3.75,4.0,0.0,3.51,3.42,3.61,0.0
Telecommunications,Low income,U30,6,4.0,3.88,3.5,3.0,0.0,3.59,3.85,3.79,0.0
Environmental Engineering and Management,Lower middle income,u37,5,3.0,3.13,3.25,3.5,0.0,3.42,3.23,3.46,0.0
Environmental Engineering and Management,Lower middle income,u37,,3.0,3.75,3.63,3.5,0.0,3.5,3.66,3.73,0.0
Environmental Engineering and Management,Lower middle income,U30,4,3.0,3.0,3.33,3.0,4.0,3.47,3.1,3.38,3.2
Environmental Engineering and Management,Lower middle income,U30,5.5,3.5,2.63,3.0,3.0,0.0,3.2,3.13,3.33,0.0
Gender and Development Studies,High income,u37,6.3,3.0,3.88,3.5,0.0,0.0,3.99,3.66,0.0,0.0
Natural Resources Management,Upper middle income,U44,5,3.5,3.0,2.82,0.0,0.0,3.16,3.08,0.0,0.0
Information & Communications Technologies,Lower middle income,U30,4.8,3.0,3.13,3.13,3.17,3.5,3.16,3.22,3.41,3.55
Energy,Lower middle income,u37,5.7,3.0,3.0,3.23,4.0,0.0,3.22,3.13,3.33,0.0
Information & Communications Technologies,Lower middle income,u37,5.2,2.5,3.0,2.88,0.0,0.0,3.16,3.23,0.0,0.0
Regional and Rural Development Planning,Upper middle income,u37,4.7,3.06,3.0,3.54,4.0,0.0,3.37,3.21,3.45,0.0
International Business - Management of Technology (BKK),Lower middle income,U30,,4.0,4.0,4.0,3.83,4.0,3.53,3.82,3.8,3.78
Energy,Lower middle income,U44,5.5,3.0,2.88,2.82,3.5,0.0,3.16,3.13,3.33,0.0
Management of Technology,Low income,U30,5.7,3.25,3.4,3.5,3.25,0.0,3.47,3.55,3.63,0.0
International Business,Upper middle income,U30,6.2,3.52,3.6,3.8,0.0,0.0,3.57,3.6,0.0,0.0
International Business,Lower middle income,U30,6.4,3.92,3.5,3.8,0.0,0.0,3.49,3.52,0.0,0.0
Information & Communications Technologies,Lower middle income,U30,5,3.0,3.13,3.38,3.5,0.0,3.16,3.28,3.53,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U30,6,2.75,3.63,3.38,0.0,0.0,3.53,3.63,0.0,0.0
Pulp and Paper Technology,Lower middle income,u37,4.8,3.0,3.5,3.5,0.0,0.0,3.45,3.5,0.0,0.0
Pulp and Paper Technology,Lower middle income,U30,4.7,3.5,2.92,3.04,0.0,0.0,3.25,3.15,0.0,0.0
International Business,Lower middle income,U25,6.5,2.76,3.6,3.3,3.75,0.0,3.48,3.54,3.67,0.0
International Business,Upper middle income,U30,5.8,3.86,3.6,3.7,0.0,0.0,3.3,3.56,0.0,0.0
International Business,Upper middle income,U30,5.5,3.51,3.1,3.3,0.0,0.0,3.2,3.14,0.0,0.0
Information Management,Lower middle income,U30,5,3.27,2.63,3.13,3.0,4.0,3.21,3.13,3.41,3.48
Urban Environmental Management,Upper middle income,U30,5.8,3.05,4.0,4.0,0.0,0.0,3.53,3.83,0.0,0.0
International Business,Upper middle income,u37,4.5,3.5,3.1,3.1,0.0,0.0,3.16,3.13,0.0,0.0
ConstructionEngineering and Infrastructure Management,Upper middle income,U30,4.3,3.16,2.88,2.88,0.0,0.0,3.16,3.13,0.0,0.0
Energy,Upper middle income,U30,,3.07,2.91,2.96,3.25,0.0,3.21,3.1,3.3,0.0
Structural Engineering,Upper middle income,U30,5.2,3.33,3.5,3.25,0.0,0.0,3.5,3.6,0.0,0.0
Mechatronics,Lower middle income,U30,5.2,3.0,3.63,3.5,4.0,0.0,3.58,3.65,3.66,0.0
Environmental Engineering and Management,Upper middle income,U30,5,3.2,3.5,3.5,3.5,0.0,3.45,3.55,3.64,0.0
Transportation Engineering,Upper middle income,U25,5.1,3.39,3.75,3.88,0.0,0.0,3.54,3.64,0.0,0.0
ConstructionEngineering and Infrastructure Management,Upper middle income,U30,7.4,2.02,3.25,3.38,3.5,3.75,3.71,3.51,3.45,3.59
International Business,Lower middle income,U30,6,2.33,3.1,3.3,3.5,0.0,3.5,3.2,3.38,0.0
Urban Environmental Management,Lower middle income,U30,6,2.75,3.79,3.32,0.0,0.0,3.57,3.7,0.0,0.0
Environmental Engineering and Management,Lower middle income,U30,5,3.04,4.0,3.81,0.0,0.0,3.62,3.79,0.0,0.0
Energy,Upper middle income,U30,5,2.98,3.5,3.68,3.0,0.0,3.22,3.53,3.6,0.0
Information & Communications Technologies,Low income,U30,6.4,4.0,3.63,3.63,4.0,0.0,3.47,3.63,3.94,0.0
Environmental Engineering and Management,Upper middle income,U30,5,3.34,3.5,3.3,0.0,0.0,3.55,3.56,0.0,0.0
Natural Resources Management,Upper middle income,U30,4.9,3.21,3.38,3.32,0.0,0.0,3.49,3.52,0.0,0.0
Water Engineering and Management,Lower middle income,u37,4.2,3.0,3.13,3.0,3.5,0.0,3.21,3.17,3.52,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,6,3.5,3.63,3.5,0.0,0.0,3.47,3.64,0.0,0.0
Structural Engineering,Lower middle income,U30,,2.5,2.75,2.75,0.0,0.0,3.24,3.13,0.0,0.0
Structural Engineering,Upper middle income,u37,4.5,5.09,2.88,3.5,0.0,0.0,3.49,3.29,0.0,0.0
Aquaculture and Aquatic Resources Management,Lower middle income,U30,5.6,3.14,3.93,3.75,4.0,0.0,3.53,3.82,3.91,0.0
Mechatronics,Lower middle income,u37,5.4,2.75,3.25,3.25,4.0,0.0,3.47,3.5,3.47,0.0
Urban Environmental Management,Lower middle income,U30,4.5,3.5,2.5,2.88,3.0,0.0,3.16,3.08,3.3,0.0
Environmental Engineering and Management,Low income,U30,6,3.52,3.5,3.35,4.0,0.0,3.71,3.63,3.63,0.0
Natural Resources Management,Upper middle income,U30,4.4,2.96,3.46,3.45,0.0,0.0,3.4,3.56,0.0,0.0
Environmental Engineering and Management,Upper middle income,U30,4.7,3.04,3.31,3.19,3.25,3.4,3.28,3.52,3.48,3.6
Natural Resources Management,Upper middle income,U44,5.2,2.5,3.35,3.39,0.0,0.0,3.42,3.53,0.0,0.0
Water Engineering and Management,Upper middle income,u37,4.5,2.52,2.81,3.5,3.5,0.0,3.16,3.13,3.42,0.0
Energy,Upper middle income,u37,5.3,3.34,3.41,3.14,3.5,0.0,3.19,3.56,3.49,0.0
Pulp and Paper Technology,Lower middle income,U30,4.8,3.0,2.75,3.08,3.5,0.0,3.46,3.13,3.36,0.0
International Business,Upper middle income,u37,5.7,3.0,2.5,3.0,3.2,0.0,3.17,3.13,3.3,0.0
Telecommunications,Lower middle income,U30,,3.58,3.75,3.88,4.0,0.0,3.54,3.74,3.79,0.0
Telecommunications,Lower middle income,U30,,4.0,3.13,3.25,3.5,0.0,3.17,3.23,3.51,0.0
International Public Management,Lower middle income,U30,5,3.0,3.5,3.5,0.0,0.0,3.33,3.54,0.0,0.0
International Public Management,Lower middle income,U30,5.7,3.0,3.5,3.5,0.0,0.0,3.55,3.53,0.0,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U30,6,4.0,3.75,3.5,0.0,0.0,3.54,3.71,0.0,0.0
International Business,Lower middle income,U25,6.1,3.83,3.0,2.9,3.5,0.0,3.25,3.13,3.35,0.0
Information & Communications Technologies,Lower middle income,u37,6,3.0,3.0,3.13,0.0,0.0,3.49,3.15,0.0,0.0
Information & Communications Technologies,Lower middle income,U30,,3.0,3.0,3.0,0.0,0.0,3.16,3.15,0.0,0.0
Regional and Rural Development Planning,Lower middle income,u37,6,2.5,3.0,3.15,3.23,3.0,3.17,3.13,3.31,3.23
Energy,Lower middle income,u37,4.7,2.5,2.75,3.13,3.33,0.0,3.2,3.13,3.3,0.0
Gender and Development Studies,Lower middle income,U30,6,2.75,3.21,3.56,0.0,0.0,3.52,3.18,0.0,0.0
Industrial Engineering & Management,Upper middle income,U30,5,3.06,3.25,3.5,3.5,0.0,3.46,3.39,3.51,0.0
Natural Resources Management,Lower middle income,u37,8,4.0,4.0,4.0,0.0,0.0,3.82,3.86,0.0,0.0
Geotechnical and Geoenvironmental Engineering,Upper middle income,U30,5.5,3.61,3.88,4.0,4.0,0.0,3.44,3.8,3.76,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U30,5.5,3.55,3.5,3.88,0.0,0.0,3.54,3.6,0.0,0.0
Geotechnical and Geoenvironmental Engineering,Lower middle income,U30,4.5,3.5,3.25,3.38,3.5,0.0,3.49,3.28,3.57,0.0
Mechatronics,Lower middle income,U30,5.3,3.0,3.13,3.63,3.5,0.0,3.21,3.21,3.5,0.0
Pulp and Paper Technology,Upper middle income,U30,6,3.6,3.5,3.5,0.0,0.0,3.5,3.57,0.0,0.0
International Business,Upper middle income,U30,6.5,3.29,3.2,3.4,3.63,0.0,3.6,3.31,3.42,0.0
International Business,Lower middle income,U30,5.5,4.0,3.2,3.3,3.25,0.0,3.17,3.24,3.5,0.0
Management of Technology,Lower middle income,U30,5.3,3.0,3.4,3.2,3.25,0.0,3.47,3.53,3.53,0.0
Information & Communications Technologies,Lower middle income,U30,5.5,4.0,3.25,3.38,3.5,3.5,3.16,3.34,3.68,3.53
Information & Communications Technologies,Lower middle income,u37,,3.5,3.0,3.25,4.0,3.0,3.16,3.16,3.52,3.2
Food Engineering and Bioprocess Technology,Upper middle income,u37,5.5,3.53,3.13,3.38,0.0,0.0,3.17,3.33,0.0,0.0
Urban Environmental Management,Lower middle income,U30,6,3.0,3.61,3.29,3.5,0.0,3.62,3.62,3.61,0.0
Regional and Rural Development Planning,Upper middle income,U25,6.5,3.51,3.88,3.88,3.5,0.0,3.83,3.75,3.79,0.0
Transportation Engineering,Lower middle income,U30,5,3.0,2.75,3.0,0.0,0.0,3.34,3.13,0.0,0.0
Environmental Engineering and Management,Upper middle income,U30,4.7,3.29,3.0,3.58,3.25,3.5,3.17,3.14,3.48,3.64
Regional and Rural Development Planning,Upper middle income,u37,6.5,3.5,3.88,3.85,4.0,0.0,3.54,3.77,3.79,0.0
Structural Engineering,Upper middle income,U30,5,2.84,3.88,3.63,0.0,0.0,3.48,3.72,0.0,0.0
